4.572920      227.481701
4.573420      227.431963
4.573920      227.382226
4.574420      227.332475
4.574920      227.282692
4.575420      227.232858
4.575920      227.182958
4.576420      227.132981
4.576920      227.082925
4.577420      227.032794
4.577920      226.982603
4.578420      226.932376
4.578920      226.882141
4.579420      226.831933
4.579920      226.781788
4.580420      226.731748
4.580920      226.681850
4.581420      226.632136
4.581920      226.582642
4.582420      226.533402
4.582920      226.484449
4.583420      226.435811
4.583920      226.387512
4.584420      226.339572
4.584920      226.292010
4.585420      226.244836
4.585920      226.198059
4.586420      226.151685
4.586920      226.105714
4.587420      226.060144
4.587920      226.014969
4.588420      225.970179
4.588920      225.925763
4.589420      225.881706
4.589920      225.837989
4.590420      225.794594
4.590920      225.751498
4.591420      225.708676
4.591920      225.666102
4.592420      225.623747
4.592920      225.581583
4.593420      225.539577
4.593920      225.497697
4.594420      225.455909
4.594920      225.414177
4.595420      225.372467
4.595920      225.330739
4.596420      225.288958
4.596920      225.247083
4.597420      225.205075
4.597920      225.162895
4.598420      225.120502
4.598920      225.077855
4.599420      225.034913
4.599920      224.991633
4.600420      224.947974
4.600920      224.903894
4.601420      224.859350
4.601920      224.814298
4.602420      224.768698
4.602920      224.722505
4.603420      224.675676
4.603920      224.628169
4.604420      224.579941
4.604920      224.530948
4.605420      224.481148
4.605920      224.430498
4.606420      224.378954
4.606920      224.326476
4.607420      224.273018
4.607920      224.218541
4.608420      224.163000
4.608920      224.106355
4.609420      224.048562
4.609920      223.989581
4.610420      223.929371
4.610920      223.867889
4.611420      223.805094
4.611920      223.740947
4.612420      223.675407
4.612920      223.608432
4.613420      223.539984
4.613920      223.470022
4.614420      223.398507
4.614920      223.325401
4.615420      223.250663
4.615920      223.174257
4.616420      223.096142
4.616920      223.016283
4.617420      222.934640
4.617920      222.851177
4.618420      222.765857
4.618920      222.678644
4.619420      222.589501
4.619920      222.498392
4.620420      222.405282
4.620920      222.310136
4.621420      222.212919
4.621920      222.113598
4.622420      222.012136
4.622920      221.908503
4.623420      221.802663
4.623920      221.694584
4.624420      221.584235
4.624920      221.471582
4.625420      221.356595
4.625920      221.239242
4.626420      221.119492
4.626920      220.997316
4.627420      220.872683
4.627920      220.745563
4.628420      220.615929
4.628920      220.483751
4.629420      220.349001
4.629920      220.211651
4.630420      220.071675
4.630920      219.929045
4.631420      219.783736
4.631920      219.635721
4.632420      219.484976
4.632920      219.331474
4.633420      219.175193
4.633920      219.016108
4.634420      218.854195
4.634920      218.689432
4.635420      218.521797
4.635920      218.351267
4.636420      218.177821
4.636920      218.001439
4.637420      217.822099
4.637920      217.639783
4.638420      217.454470
4.638920      217.266143
4.639420      217.074782
4.639920      216.880370
4.640420      216.682891
4.640920      216.482326
4.641420      216.278661
4.641920      216.071879
4.642420      215.861967
4.642920      215.648908
4.643420      215.432690
4.643920      215.213299
4.644420      214.990722
4.644920      214.764948
4.645420      214.535964
4.645920      214.303760
4.646420      214.068325
4.646920      213.829649
4.647420      213.587724
4.647920      213.342539
4.648420      213.094088
4.648920      212.842362
4.649420      212.587354
4.649920      212.329059
4.650420      212.067471
4.650920      211.802584
4.651420      211.534393
4.651920      211.262895
4.652420      210.988086
4.652920      210.709964
4.653420      210.428526
4.653920      210.143770
4.654420      209.855696
4.654920      209.564303
4.655420      209.269591
4.655920      208.971562
4.656420      208.670215
4.656920      208.365554
4.657420      208.057580
4.657920      207.746298
4.658420      207.431710
4.658920      207.113821
4.659420      206.792636
4.659920      206.468160
4.660420      206.140400
4.660920      205.809361
4.661420      205.475052
4.661920      205.137480
4.662420      204.796653
4.662920      204.452581
4.663420      204.105273
4.663920      203.754738
4.664420      203.400988
4.664920      203.044034
4.665420      202.683888
4.665920      202.320562
4.666420      201.954069
4.666920      201.584421
4.667420      201.211635
4.667920      200.835723
4.668420      200.456700
4.668920      200.074584
4.669420      199.689388
4.669920      199.301131
4.670420      198.909829
4.670920      198.515500
4.671420      198.118162
4.671920      197.717833
4.672420      197.314534
4.672920      196.908282
4.673420      196.499099
4.673920      196.087006
4.674420      195.672022
4.674920      195.254170
4.675420      194.833471
4.675920      194.409949
4.676420      193.983625
4.676920      193.554524
4.677420      193.122668
4.677920      192.688082
4.678420      192.250790
4.678920      191.810819
4.679420      191.368191
4.679920      190.922935
4.680420      190.475075
4.680920      190.024638
4.681420      189.571651
4.681920      189.116141
4.682420      188.658136
4.682920      188.197664
4.683420      187.734753
4.683920      187.269432
4.684420      186.801729
4.684920      186.331673
4.685420      185.859295
4.685920      185.384624
4.686420      184.907690
4.686920      184.428523
4.687420      183.947155
4.687920      183.463616
4.688420      182.977937
4.688920      182.490149
4.689420      182.000285
4.689920      181.508375
4.690420      181.014453
4.690920      180.518551
4.691420      180.020700
4.691920      179.520933
4.692420      179.019284
4.692920      178.515786
4.693420      178.010471
4.693920      177.503373
4.694420      176.994525
4.694920      176.483962
4.695420      175.971716
4.695920      175.457822
4.696420      174.942313
4.696920      174.425224
4.697420      173.906589
4.697920      173.386441
4.698420      172.864817
4.698920      172.341749
4.699420      171.817272
4.699920      171.291421
4.700420      170.764230
4.700920      170.235734
4.701420      169.705967
4.701920      169.174965
4.702420      168.642761
4.702920      168.109391
4.703420      167.574888
4.703920      167.039288
4.704420      166.502626
4.704920      165.964935
4.705420      165.426250
4.705920      164.886606
4.706420      164.346037
4.706920      163.804577
4.707420      163.262261
4.707920      162.719124
4.708420      162.175198
4.708920      161.630518
4.709420      161.085119
4.709920      160.539034
4.710420      159.992296
4.710920      159.444939
4.711420      158.896998
4.711920      158.348505
4.712420      157.799493
4.712920      157.249995
4.713420      156.700046
4.713920      156.149676
4.714420      155.598919
4.714920      155.047808
4.715420      154.496375
4.715920      153.944651
4.716420      153.392670
4.716920      152.840461
4.717420      152.288058
4.717920      151.735492
4.718420      151.182793
4.718920      150.629993
4.719420      150.077123
4.719920      149.524212
4.720420      148.971292
4.720920      148.418392
4.721420      147.865543
4.721920      147.312773
4.722420      146.760113
4.722920      146.207592
4.723420      145.655238
4.723920      145.103081
4.724420      144.551148
4.724920      143.999468
4.725420      143.448069
4.725920      142.896978
4.726420      142.346224
4.726920      141.795832
4.727420      141.245831
4.727920      140.696246
4.728420      140.147104
4.728920      139.598431
4.729420      139.050253
4.729920      138.502596
4.730420      137.955484
4.730920      137.408943
4.731420      136.862997
4.731920      136.317671
4.732420      135.772988
4.732920      135.228974
4.733420      134.685650
4.733920      134.143041
4.734420      133.601170
4.734920      133.060058
4.735420      132.519729
4.735920      131.980204
4.736420      131.441506
4.736920      130.903656
4.737420      130.366674
4.737920      129.830583
4.738420      129.295402
4.738920      128.761152
4.739420      128.227853
4.739920      127.695524
4.740420      127.164185
4.740920      126.633856
4.741420      126.104554
